Neighborhood;Income
Pocitos;32500
Pocitos;12000
Pocitos;0
Reducto;51262
Reducto;0
Reducto;0
Reducto;0
Reducto;0
Centro;100000
Centro;17193
Centro;33088
Las Canteras;23888
Las Canteras;29000
Las Canteras;5028
Las Canteras;0
Las Canteras;0
Punta Carretas;8333 y333333
Punta Gorda;125451 y3333
Punta Gorda;63368
Punta Gorda;0
Punta Gorda;32118
Pocitos;139460 y6667
Pocitos;95000
Pocitos;52262
Pocitos;17262
Punta Gorda;78180
Penarol y Lavalleja;30000
Penarol y Lavalleja;24000
Penarol y Lavalleja;2288
Union;25180
Union;83013 y33333
Union;0
Union;0
La Teja;201428 y6667
La Teja;11000
Larranaga;100000
Union;40000
Carrasco Norte;0
Carrasco Norte;0
Carrasco Norte;35193
Carrasco Norte;22193
Carrasco Norte;0
Carrasco Norte;0
Carrasco Norte;0
Pque. Batlle y V. Dolores;92288
Pque. Batlle y V. Dolores;52288
Ituzaingo;38118
Ituzaingo;3000
Ituzaingo;0
Buceo;52262
Buceo;39262
La Figurita;31520
La Figurita;26820
Pque. Batlle y V. Dolores;0
Pque. Batlle y V. Dolores;25193
Pque. Batlle y V. Dolores;20000
La Blanqueada;11920
La Blanqueada;27288
La Blanqueada;32788
La Paloma y Tomkinson;12000
La Paloma y Tomkinson;8000
Jardines del Hipodromo;15200
Jardines del Hipodromo;23000
Prado y Nueva Savona;2000
Prado y Nueva Savona;0
Tres Cruces;0
Villa Garcia y Manga Rur.;45262
Sayago;14862
Jardines del Hipodromo;20000
Jardines del Hipodromo;12000
Pocitos;70375
La Paloma y Tomkinson;37271
La Paloma y Tomkinson;0
Manga;45118
Jardines del Hipodromo;21680
Capurro y Bella Vista;10000
Capurro y Bella Vista;11500
Capurro y Bella Vista;11618
Capurro y Bella Vista;6000
Aires Puros;25989
Aires Puros;22189
Centro;105997
Centro;45197
Centro;0
Centro;22730 y5
Centro;0
La Paloma y Tomkinson;38080
La Paloma y Tomkinson;0
La Paloma y Tomkinson;0
La Paloma y Tomkinson;0
Mercado Modelo y Bolivar;21360
Mercado Modelo y Bolivar;24771
Mercado Modelo y Bolivar;0
Pocitos;47189
Pocitos;27189
Brazo Oriental;70271
Brazo Oriental;32271
Brazo Oriental;0
Castro y P. Castellanos;42189
Castro y P. Castellanos;18000
Malvin;92618
Malvin;17118
Malvin;0
Malvin;0
Pque. Batlle y V. Dolores;20000
Pque. Batlle y V. Dolores;35000
Pque. Batlle y V. Dolores;0
Paso de la Arena;27038
Paso de la Arena;0
Paso de la Arena;0
Casavalle;46220
Casavalle;26220
Casavalle;0
Casavalle;0
Ciudad Vieja;45000
Parque Rodo;42197
Brazo Oriental;38862
Brazo Oriental;31000
Brazo Oriental;0
Pocitos;83574
Pocitos;81095 y33333
Pocitos;0
Pocitos;0
Larranaga;19300
Larranaga;18000
Paso de la Arena;11000
Paso de la Arena;30118
Paso de la Arena;0
Palermo;120788
Palermo;82288
Palermo;0
Flor de Maronas;0
Flor de Maronas;35193
Flor de Maronas;0
Flor de Maronas;0
Nuevo Paris;11200
Nuevo Paris;0
Pocitos;43464
Pocitos;0
Pocitos;0
Villa Munoz y Retiro;22180
Villa Munoz y Retiro;27180
La Teja;23797
La Teja;37497
La Teja;0
Pocitos;62000
La Blanqueada;129802 y6667
La Blanqueada;83974
La Blanqueada;0
Carrasco;127604 y3333
Carrasco;31995
Carrasco;0
Pocitos;48005
Pocitos;0
La Teja;0
La Teja;47180
La Teja;27180
La Teja;0
La Teja;29180
La Figurita;63000
La Figurita;13000
La Figurita;47262
Pocitos;20000
Pocitos;79000
Manga;17500
Cerro;600
Cerro;0
Cerro;14600
Cerro;16600
Carrasco;0
Carrasco;216000
Carrasco;9753
Parque Rodo;23559
Parque Rodo;14871
Cerro;63220
Cerro;0
Cerro;0
La Paloma y Tomkinson;43271
La Paloma y Tomkinson;35271
La Paloma y Tomkinson;0
La Paloma y Tomkinson;0
La Paloma y Tomkinson;0
Piedras Blancas;11200
Piedras Blancas;31271
Conciliacion;27000
Conciliacion;13000
Conciliacion;0
Cordon;0
Cordon;28372
Parque Rodo;42288
Parque Rodo;37288
Parque Rodo;0
Reducto;15000
Colon Sureste y Abayuba;34000
Colon Sureste y Abayuba;12000
Malvin;143297 y3333
Malvin;42214
Malvin;62214
Punta Gorda;30000
Punta Gorda;35000
Manga y Toledo Chico;13000
Manga y Toledo Chico;25271
Manga y Toledo Chico;16027
Manga y Toledo Chico;20271
Manga y Toledo Chico;0
Manga y Toledo Chico;0
Pocitos;60000
Cerro;102262
Cerro;19262
Cerro;0
Paso de la Arena;35428
Paso de la Arena;24850
Paso de la Arena;0
Paso de la Arena;0
Las Canteras;4000
Cerro;12262
Cerro;11000
Buceo;29000
Buceo;40000
Buceo;24262
Punta Carretas;80000
Punta Carretas;42197
Villa Garcia y Manga Rur.;51000
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
Cordon;46079
Villa Espanola;78947
Villa Espanola;71000
Carrasco;271666 y6667
Carrasco;32214
Carrasco;0
Carrasco;0
La Comercial;26189
La Comercial;50189
La Comercial;0
La Comercial;0
Lezica y Melilla;14000
Lezica y Melilla;17000
Lezica y Melilla;18000
Cerrito;15891
Cerrito;34271
Cerrito;13271
Cerrito;0
Centro;29413
Centro;12000
Pocitos;81500
Pque. Batlle y V. Dolores;48197
Pque. Batlle y V. Dolores;45937
Pocitos;62271
Pocitos;92271
Pocitos;0
Cerro;37171
Cerro;35000
Cerro;35071
Cerro;10000
Cerro;0
Villa Garcia y Manga Rur.;13693
Villa Garcia y Manga Rur.;19693
Penarol y Lavalleja;36524
Penarol y Lavalleja;0
Capurro y Bella Vista;2193
Capurro y Bella Vista;0
Pque. Batlle y V. Dolores;40000
Pque. Batlle y V. Dolores;0
Ituzaingo;41000
La Blanqueada;72059 y66667
La Blanqueada;32193
La Blanqueada;0
Casabo y Pajas Blancas;29262
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;30287
Casabo y Pajas Blancas;0
Cordon;70000
Cordon;12000
Centro;50000
Castro y P. Castellanos;20000
Castro y P. Castellanos;22988
Castro y P. Castellanos;0
Cerro;59071
Cerro;0
Cerro;0
Carrasco;0
Carrasco;90000
Carrasco;20000
Carrasco;0
Pocitos;80000
Pocitos;47193
Prado y Nueva Savona;23797
Pque. Batlle y V. Dolores;152271
Pque. Batlle y V. Dolores;62271
Pque. Batlle y V. Dolores;0
Castro y P. Castellanos;42288
Castro y P. Castellanos;44288
Castro y P. Castellanos;0
Nuevo Paris;48288
Centro;156346 y6667
Centro;34180
Centro;0
Larranaga;68271
Larranaga;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;19000
Carrasco;119000
Carrasco;30000
Buceo;81262
Buceo;31262
Brazo Oriental;17193
Brazo Oriental;6000
Cerrito;34800
Cerrito;14800
Parque Rodo;187944
Parque Rodo;436214
Nuevo Paris;14000
Nuevo Paris;34271
Manga y Toledo Chico;29000
Manga y Toledo Chico;6000
Manga y Toledo Chico;6000
Manga y Toledo Chico;0
Centro;96220
Centro;54220
Centro;0
Cordon;58262
Cordon;45000
Cordon;0
Larranaga;11000
Larranaga;0
Ituzaingo;34193
Palermo;211636 y6667
Palermo;65220
Palermo;39720
Palermo;0
Larranaga;0
Larranaga;44000
Larranaga;42618
Pque. Batlle y V. Dolores;98951 y33333
Pta. Rieles y Bella Italia;0
Pta. Rieles y Bella Italia;34693
Pta. Rieles y Bella Italia;0
Pta. Rieles y Bella Italia;0
Pta. Rieles y Bella Italia;0
Pta. Rieles y Bella Italia;0
Cerro;20600
Cerro;37288
Casabo y Pajas Blancas;2400
Casabo y Pajas Blancas;20000
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Aires Puros;52180
Aires Puros;32180
Aires Puros;10000
Aires Puros;0
Pocitos;69697
Pocitos;57197
Paso de la Arena;30118
Jardines del Hipodromo;53576
Jardines del Hipodromo;0
Jardines del Hipodromo;0
Penarol y Lavalleja;6720
Villa Garcia y Manga Rur.;16288
Villa Garcia y Manga Rur.;20288
Villa Garcia y Manga Rur.;0
Union;40000
Cordon;37180
Cordon;32000
Cordon;19000
Punta Gorda;66288
Punta Gorda;25000
Punta Gorda;7288
Tres Ombues y Victoria;20000
Tres Ombues y Victoria;17000
Piedras Blancas;17200
Piedras Blancas;0
Piedras Blancas;10340
Pocitos;62288
Pocitos;0
Pocitos;0
Casabo y Pajas Blancas;32740
Casabo y Pajas Blancas;7000
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Belvedere;44000
Belvedere;32180
Belvedere;27180
Belvedere;0
Belvedere;0
Penarol y Lavalleja;0
Penarol y Lavalleja;37288
Penarol y Lavalleja;0
Penarol y Lavalleja;0
Parque Rodo;109521
Castro y P. Castellanos;27100
Castro y P. Castellanos;34880 y66667
Brazo Oriental;11500
Brazo Oriental;21228
Brazo Oriental;0
Larranaga;65271
Ciudad Vieja;44197
Ciudad Vieja;50197
Ciudad Vieja;0
Ciudad Vieja;0
Sayago;15000
Sayago;0
Pque. Batlle y V. Dolores;53095 y33333
Nuevo Paris;14863 y33333
Penarol y Lavalleja;18371
Penarol y Lavalleja;0
Malvin;62220
Carrasco;44000
Carrasco;40000
Penarol y Lavalleja;30000
Penarol y Lavalleja;28000
Penarol y Lavalleja;2000
Capurro y Bella Vista;15000
Capurro y Bella Vista;198193
Capurro y Bella Vista;2193
Casabo y Pajas Blancas;50000
Casabo y Pajas Blancas;0
Manga y Toledo Chico;19000
Manga y Toledo Chico;0
Manga y Toledo Chico;0
Conciliacion;23753
Conciliacion;1200
Conciliacion;0
Conciliacion;0
Malvin;116000
Jacinto Vera;37708
Jacinto Vera;23214
Jacinto Vera;0
Centro;67416 y66667
Cerro;119762
Cerro;72262
Cerro;32262
Cerro;28762
Brazo Oriental;8000
Pocitos;110718
Pocitos;34118
Pocitos;30118
Pocitos;0
Pocitos;0
Buceo;34265
Buceo;0
Las Acacias;32469
Las Acacias;0
Las Acacias;22993
Las Acacias;0
Pocitos;64093
Pocitos;402288
Villa Garcia y Manga Rur.;44271
Villa Garcia y Manga Rur.;6000
Flor de Maronas;6000
Flor de Maronas;36336
Flor de Maronas;19000
Flor de Maronas;18288
Flor de Maronas;19288
Casavalle;83789
Casavalle;0
Casavalle;16000
Casavalle;0
Flor de Maronas;11600
Flor de Maronas;11600
La Teja;28180
La Teja;4000
Centro;152470
Centro;183720
Centro;0
Casavalle;33564
Casavalle;14600
Casavalle;14900
Buceo;30000
Buceo;73464
Buceo;67880 y66667
Buceo;13738
Buceo;16214
Sayago;19851
Sayago;10000
Sayago;0
Cerro;31524
Cerro;0
Cerro;0
Cerro;0
Cerro;2262
Cerro;21000
Prado y Nueva Savona;58600
Prado y Nueva Savona;28000
Prado y Nueva Savona;0
Capurro y Bella Vista;80000
Capurro y Bella Vista;0
Capurro y Bella Vista;47834
Capurro y Bella Vista;27514
Manga;24000
Manga;15000
La Paloma y Tomkinson;25000
La Paloma y Tomkinson;21197
Pta. Rieles y Bella Italia;14000
Pta. Rieles y Bella Italia;32220
Pta. Rieles y Bella Italia;2400
Ciudad Vieja;32189
La Paloma y Tomkinson;8000
Larranaga;44288
Larranaga;42288
Larranaga;0
Punta Carretas;57000
La Paloma y Tomkinson;22000
La Paloma y Tomkinson;11000
Colon Centro y Noroeste;25000
Colon Centro y Noroeste;0
Casavalle;4600
Casavalle;36062
Casavalle;0
Casabo y Pajas Blancas;35197
Casabo y Pajas Blancas;22000
Casabo y Pajas Blancas;0
Pocitos;41591
Jardines del Hipodromo;17000
Jardines del Hipodromo;0
Jardines del Hipodromo;54572 y66667
Colon Centro y Noroeste;17000
Colon Centro y Noroeste;1300
Colon Centro y Noroeste;0
Prado y Nueva Savona;11000
Prado y Nueva Savona;84020
Palermo;13200
Palermo;37220
Centro;166548 y3333
Cordon;30000
Cordon;16000
Cordon;12000
Paso de las Duranas;52000
Paso de las Duranas;12000
Las Canteras;79188
Las Canteras;0
Las Canteras;0
Ciudad Vieja;51813
La Blanqueada;46000
Cordon;43271
Cordon;0
Las Canteras;0
Cerrito;29271
Jardines del Hipodromo;25300
Cordon;60780 y33333
Cordon;24397
Cordon;0
Cerrito;47000
Cerrito;11600
Cerrito;17000
Malvin;24720
Malvin;32220
Malvin;39720
Colon Centro y Noroeste;65693
Colon Centro y Noroeste;0
Cordon;28189
Cordon;52189
Cordon;34189
Aires Puros;57288
Pque. Batlle y V. Dolores;47271
Pque. Batlle y V. Dolores;27271
Parque Rodo;17197
Parque Rodo;17197
Belvedere;12000
Belvedere;12000
Cerrito;23220
Aguada;109289
Aguada;97189
Aguada;0
Aguada;0
Carrasco Norte;29293
Carrasco Norte;0
Carrasco Norte;0
Carrasco Norte;0
Carrasco Norte;0
Castro y P. Castellanos;54265
Castro y P. Castellanos;77189
Castro y P. Castellanos;27000
Prado y Nueva Savona;46900
Pocitos;125595 y3333
Pocitos;60000
Cerro;14000
Cerro;14262
Cerro;27262
Cerro;0
Cerro;0
Carrasco;72488
Carrasco;62288
Casabo y Pajas Blancas;12000
Casabo y Pajas Blancas;28520
Cordon;25474
Cordon;16180
Centro;77118
Ciudad Vieja;46180
Cerro;3000
Cerro;32288
La Comercial;37000
Jardines del Hipodromo;16695
Jardines del Hipodromo;19526
Belvedere;28411
Belvedere;23271
Belvedere;0
Belvedere;0
Colon Sureste y Abayuba;69220
Colon Sureste y Abayuba;40220
Cordon;25197
Cordon;37197
Sayago;14197
Sayago;67197
Sayago;0
Sayago;0
Manga;12600
Prado y Nueva Savona;57855 y66667
Prado y Nueva Savona;17189
Union;43438
Union;40000
Prado y Nueva Savona;68271
Prado y Nueva Savona;37271
Prado y Nueva Savona;0
Prado y Nueva Savona;0
Pque. Batlle y V. Dolores;20000
Pque. Batlle y V. Dolores;18000
Cerro;57197
Cerro;2197
Cerro;0
Cerro;92471
Cerro;12900
Cerro;26271
Cerro;0
Cerro;0
Union;35000
Union;29300
Union;16100
Union;18802
Union;0
Union;0
Las Acacias;42288
Las Acacias;10288
Tres Cruces;112220
Tres Cruces;202220
Tres Cruces;0
Tres Cruces;0
Punta Gorda;96303 y33333
Cordon;257763 y3333
Pta. Rieles y Bella Italia;12300
Pta. Rieles y Bella Italia;10000
Pta. Rieles y Bella Italia;23214
Pta. Rieles y Bella Italia;0
Pta. Rieles y Bella Italia;0
Cerro;21197
Cerro;22637
Cerro;18797
Cerro;0
Cerro;0
Ciudad Vieja;18993
Cerro;32197
Cerro;19737
Cerro;0
Cordon;53288
Cordon;20288
Pocitos;43288
Villa Munoz y Retiro;52197
Villa Munoz y Retiro;0
Casabo y Pajas Blancas;6000
Casabo y Pajas Blancas;0
Nuevo Paris;23762
Nuevo Paris;31600
Nuevo Paris;0
Lezica y Melilla;6000
Lezica y Melilla;20000
Centro;57193
Maronas y Parque Guarani;22220
Maronas y Parque Guarani;84220
Maronas y Parque Guarani;0
Nuevo Paris;11000
La Figurita;37180
La Figurita;0
Cordon;15000
Cordon;0
Cordon;16011
Casavalle;70800
Casavalle;19288
Parque Rodo;52220
Parque Rodo;11700
La Blanqueada;31011
La Blanqueada;25319
Las Acacias;14000
Las Acacias;11000
Las Acacias;10000
Manga y Toledo Chico;54318
Manga y Toledo Chico;12000
Manga y Toledo Chico;14000
Manga y Toledo Chico;12000
Aires Puros;51400
Aires Puros;56693
Union;101118
Union;85118
Union;0
Tres Cruces;27071
Lezica y Melilla;45000
Buceo;45000
Buceo;13000
Cordon;35500
Palermo;104271
Palermo;42271
Palermo;30271
Ituzaingo;29000
Aires Puros;31243
Aires Puros;14905
Aires Puros;77193
Aires Puros;43193
Buceo;61000
Casabo y Pajas Blancas;49514
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Centro;73520
Centro;69720
La Teja;45000
La Teja;8000
Carrasco;0
Carrasco;0
Carrasco;0
Colon Sureste y Abayuba;24000
Colon Sureste y Abayuba;0
La Teja;34288
La Teja;45288
Sayago;30000
Pocitos;82180
Pocitos;36250
Pocitos;0
Villa Espanola;16000
Villa Espanola;29000
La Paloma y Tomkinson;11600
Cerro;47000
Cerro;61000
La Teja;38288
Villa Munoz y Retiro;71220
La Paloma y Tomkinson;37184
La Paloma y Tomkinson;2400
La Paloma y Tomkinson;0
La Paloma y Tomkinson;0
Penarol y Lavalleja;18000
Penarol y Lavalleja;12000
Pocitos;143880 y6667
Pocitos;67214
Pocitos;0
Pocitos;0
Cerrito;12000
Cerrito;13000
Cerrito;16000
Buceo;92220
Buceo;0
Buceo;32000
Malvin;42288
Malvin;352288
Malvin;0
Malvin;0
Pocitos;76000
Aguada;40000
Atahualpa;264720
Tres Ombues y Victoria;9100
Tres Ombues y Victoria;15189
Tres Ombues y Victoria;0
Tres Ombues y Victoria;0
Colon Centro y Noroeste;0
Colon Centro y Noroeste;0
Colon Centro y Noroeste;0
Maronas y Parque Guarani;4800
Maronas y Parque Guarani;10250
Maronas y Parque Guarani;0
Maronas y Parque Guarani;0
Las Canteras;38000
Las Canteras;132220
Parque Rodo;46000
Villa Espanola;0
Villa Espanola;54114
Villa Espanola;0
Paso de las Duranas;81250
Paso de las Duranas;7000
Malvin;47688
Malvin;51288
Tres Ombues y Victoria;34000
Tres Ombues y Victoria;0
Tres Ombues y Victoria;0
Parque Rodo;50733
Las Acacias;30602
Las Acacias;29000
Las Acacias;0
Las Acacias;0
Las Acacias;35000
Jardines del Hipodromo;20000
Jardines del Hipodromo;19736
Jardines del Hipodromo;0
Manga y Toledo Chico;27189
Manga y Toledo Chico;0
Manga y Toledo Chico;0
Manga y Toledo Chico;0
Manga y Toledo Chico;0
Mercado Modelo y Bolivar;16189
Mercado Modelo y Bolivar;25189
Ituzaingo;20000
Ituzaingo;0
La Paloma y Tomkinson;32180
La Paloma y Tomkinson;28180
La Paloma y Tomkinson;0
La Paloma y Tomkinson;22600
Las Acacias;30193
Las Acacias;2000
Las Acacias;0
Las Acacias;0
Casavalle;18000
Casavalle;0
Casavalle;0
Cordon;25558
Pocitos;67776 y33333
Pocitos;24000
Malvin;76630 y66667
La Paloma y Tomkinson;16471
La Paloma y Tomkinson;23071
Capurro y Bella Vista;44200
Nuevo Paris;32714
Nuevo Paris;25000
Nuevo Paris;0
Nuevo Paris;0
Buceo;92288
Buceo;15000
Buceo;0
Penarol y Lavalleja;22000
Penarol y Lavalleja;20000
Penarol y Lavalleja;0
Carrasco;49118
Carrasco;29118
Carrasco;35118
Carrasco;78818
Buceo;44476
Ciudad Vieja;0
Malvin Norte;10200
Malvin Norte;10000
Malvin Norte;0
Brazo Oriental;57000
La Paloma y Tomkinson;39214
La Paloma y Tomkinson;17214
La Paloma y Tomkinson;0
La Paloma y Tomkinson;0
La Comercial;33624
La Comercial;11000
La Comercial;0
La Comercial;0
Nuevo Paris;34000
Nuevo Paris;10000
Nuevo Paris;0
Nuevo Paris;0
Nuevo Paris;0
Nuevo Paris;0
Pocitos;85000
Pocitos;25500
Aguada;144780 y3333
Aguada;52197
Aguada;0
Aguada;0
Villa Espanola;25550
Villa Espanola;25000
Brazo Oriental;46597
Parque Rodo;42189
Parque Rodo;47189
Parque Rodo;0
Parque Rodo;0
Pocitos;24697
Pocitos;0
Pocitos;16997
Capurro y Bella Vista;40000
Capurro y Bella Vista;0
Capurro y Bella Vista;44360
Capurro y Bella Vista;0
Capurro y Bella Vista;0
Malvin Norte;25000
Malvin Norte;44998
Sayago;0
Sayago;20000
Tres Cruces;55000
Union;99000
Union;40000
Paso de la Arena;10000
Paso de la Arena;0
Paso de la Arena;0
Colon Sureste y Abayuba;10800
Colon Sureste y Abayuba;6657
Banados de Carrasco;25193
Banados de Carrasco;20193
Banados de Carrasco;2193
Banados de Carrasco;0
Villa Espanola;6000
Villa Espanola;23200
Tres Ombues y Victoria;15262
Tres Ombues y Victoria;12000
Tres Ombues y Victoria;31262
Tres Ombues y Victoria;2262
Tres Ombues y Victoria;0
Ciudad Vieja;86454 y66667
Ciudad Vieja;107288
Penarol y Lavalleja;30000
Penarol y Lavalleja;24000
Malvin;48118
Prado y Nueva Savona;78193
Prado y Nueva Savona;30193
Prado y Nueva Savona;0
Malvin;30197
Malvin;0
Malvin;0
Malvin;0
Piedras Blancas;33172
Union;42271
Union;0
Tres Cruces;41000
Flor de Maronas;25000
Paso de las Duranas;72214
Paso de las Duranas;47214
Paso de las Duranas;0
Casabo y Pajas Blancas;30189
Casabo y Pajas Blancas;15000
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Casabo y Pajas Blancas;0
Centro;27141
Pocitos;215220
Pocitos;32220
Pocitos;0
Pta. Rieles y Bella Italia;71193
Pta. Rieles y Bella Italia;58193
Punta Carretas;29465
Punta Carretas;0
La Teja;43000
La Teja;17000
Manga y Toledo Chico;56271
Manga y Toledo Chico;10000
Manga y Toledo Chico;0
Punta Carretas;35000
Punta Carretas;20271
Penarol y Lavalleja;77118
Penarol y Lavalleja;12000
Penarol y Lavalleja;53118
Pocitos;187595 y3333
Villa Espanola;18350
Villa Espanola;13200
Villa Espanola;31708
Villa Espanola;25148
Villa Espanola;34288
Villa Espanola;42288
Villa Espanola;47288
Villa Espanola;30288
Pocitos;120288
Pocitos;15000
Colon Sureste y Abayuba;37000
Aires Puros;72288
Reducto;20614
Reducto;30000
Reducto;14214
Reducto;0
La Comercial;50020
La Comercial;49220
La Comercial;0
Pocitos;8720
Pocitos;0
Pque. Batlle y V. Dolores;116521
Pque. Batlle y V. Dolores;0
Pque. Batlle y V. Dolores;0
Cerro;10600
Cerro;12000
Cordon;25214
Cordon;80547 y33333
Cordon;0
Cordon;0
Ciudad Vieja;43288
Ciudad Vieja;41788
Ciudad Vieja;0
Penarol y Lavalleja;35000
Penarol y Lavalleja;0
Flor de Maronas;32771
Flor de Maronas;29271
Flor de Maronas;0
Flor de Maronas;0
Flor de Maronas;0
Villa Espanola;47220
Villa Espanola;0
Conciliacion;28000
Villa Munoz y Retiro;69220
Villa Munoz y Retiro;44220
Villa Munoz y Retiro;28220
Villa Munoz y Retiro;0
Villa Munoz y Retiro;0
Penarol y Lavalleja;12000
Penarol y Lavalleja;20000
Penarol y Lavalleja;0
Tres Ombues y Victoria;11700
Atahualpa;127000
Atahualpa;107000
Paso de las Duranas;28488
Paso de las Duranas;108000
Paso de las Duranas;0
Punta Carretas;74600
Punta Carretas;106000
Pocitos;155416 y6667
Pocitos;80000
Pocitos;52220
Centro;86220
Manga;34214
Manga;17182
Manga;19014
La Teja;12000
La Teja;19189
Malvin Norte;31959
Malvin Norte;0
Malvin Norte;0
Malvin Norte;0
Malvin Norte;0
Piedras Blancas;42000
Piedras Blancas;0
Punta Gorda;154693
Punta Gorda;113443
Punta Gorda;0
Punta Gorda;0
Paso de las Duranas;44097
Paso de las Duranas;39097
Paso de las Duranas;8000
Paso de las Duranas;0
Cordon;39189
Malvin;137588
Malvin;0
Malvin;0
Malvin Norte;53929
Malvin Norte;0
Malvin Norte;0
Malvin Norte;20000
Nuevo Paris;28300
Nuevo Paris;0
Nuevo Paris;0
Nuevo Paris;0
Tres Ombues y Victoria;23000
Tres Ombues y Victoria;0
Tres Cruces;147855 y6667
Tres Cruces;36089
Tres Cruces;0
Reducto;28197
Reducto;25197
Punta Gorda;63471
Punta Gorda;2271
Punta Gorda;0
Las Acacias;29288
Las Acacias;541 y6666667
Paso de las Duranas;37180
Paso de las Duranas;22180
Paso de las Duranas;12000
La Paloma y Tomkinson;35180
La Paloma y Tomkinson;12000
La Paloma y Tomkinson;0
La Paloma y Tomkinson;0
Malvin;110000
Belvedere;41288
Belvedere;0
La Teja;24271
La Teja;32271
La Teja;2800
La Teja;0
La Teja;0
Reducto;31262
Union;32100
Las Acacias;25800
Las Acacias;0
La Paloma y Tomkinson;17089
La Paloma y Tomkinson;10500
La Paloma y Tomkinson;12000
La Paloma y Tomkinson;0
Reducto;12000
Reducto;42220
Reducto;30220
Casabo y Pajas Blancas;9000
Casabo y Pajas Blancas;0
Mercado Modelo y Bolivar;18180
Mercado Modelo y Bolivar;44360
Mercado Modelo y Bolivar;0
Pocitos;56000
Pocitos;82583 y33333
Union;20000
Union;30271
Union;22271
Cerro;12000
Cerro;20200
Flor de Maronas;30193
Flor de Maronas;19193
Punta Gorda;157341
Punta Gorda;0
Punta Gorda;30000
Cordon;127118
Cerro;17000
Pocitos;88118
Pocitos;34066
Pocitos;0
Malvin;76333 y33333
Pocitos;62214
Pta. Rieles y Bella Italia;67262
Pta. Rieles y Bella Italia;0
Villa Garcia y Manga Rur.;15411
Villa Garcia y Manga Rur.;38271
Villa Garcia y Manga Rur.;17000
Villa Garcia y Manga Rur.;0
Villa Garcia y Manga Rur.;0
La Blanqueada;2180
La Blanqueada;30180
La Blanqueada;0
Jardines del Hipodromo;9900
Jardines del Hipodromo;4000
Jardines del Hipodromo;0
Cordon;120288
Cordon;0
Cordon;20288
Cordon;0
Castro y P. Castellanos;0
Castro y P. Castellanos;33271
Castro y P. Castellanos;0
Castro y P. Castellanos;0
Castro y P. Castellanos;1500
Cerro;50000
Cerro;22437
Cerro;0
La Blanqueada;43859 y66667
La Blanqueada;47193
La Blanqueada;0
Cordon;128000
Maronas y Parque Guarani;80000
Maronas y Parque Guarani;12000
Malvin;40288
Malvin;157680
Malvin;0
Malvin;17180
Casavalle;26376
Casavalle;3200
Casavalle;0
Casavalle;0
Villa Garcia y Manga Rur.;7000
Banados de Carrasco;22000
Banados de Carrasco;12900
Banados de Carrasco;10800
Banados de Carrasco;32180
Ciudad Vieja;48288
Ciudad Vieja;57288
Ciudad Vieja;0
Ciudad Vieja;0
Jardines del Hipodromo;795 y5
La Figurita;35000
La Figurita;0
Reducto;37228
Reducto;20000
Reducto;0
Conciliacion;35000
Conciliacion;0
Conciliacion;32271
Conciliacion;0
Capurro y Bella Vista;13200
Piedras Blancas;49718
Piedras Blancas;44718
Maronas y Parque Guarani;0
Maronas y Parque Guarani;22271
La Paloma y Tomkinson;13220
Buceo;23033
Buceo;18000
Buceo;0
Buceo;0
Buceo;0
Punta Gorda;47262
Punta Gorda;67262
Punta Gorda;0
Punta Carretas;184720
Punta Carretas;238886 y6667
Punta Carretas;0
Punta Carretas;0
Union;18000
Prado y Nueva Savona;57189
Prado y Nueva Savona;9553
Malvin;37214
Malvin;70547 y33333
Malvin;0
Malvin;0
Pque. Batlle y V. Dolores;35000
Pque. Batlle y V. Dolores;35000
Pque. Batlle y V. Dolores;15000
Pque. Batlle y V. Dolores;0
Pque. Batlle y V. Dolores;0
Pque. Batlle y V. Dolores;0
Prado y Nueva Savona;40500
Prado y Nueva Savona;102214
Prado y Nueva Savona;0
Prado y Nueva Savona;0
Prado y Nueva Savona;0
Colon Centro y Noroeste;1600
Colon Centro y Noroeste;27923
Colon Centro y Noroeste;0
Ciudad Vieja;30871
La Teja;0
Malvin Norte;24000
Malvin Norte;60526 y33333
Banados de Carrasco;10000
Banados de Carrasco;3000
Banados de Carrasco;0
Banados de Carrasco;0
Centro;218386 y6667
Centro;42261 y66667
Centro;27220
Las Canteras;42193
Las Canteras;41933
Las Canteras;0
Carrasco;43761 y66667
Carrasco;43771
Carrasco;39731 y66667
Carrasco;10271
Pocitos;49271
Pocitos;32271
Pocitos;0
Pocitos;0
Pocitos;0
Buceo;14193
Buceo;21000
Union;39788
Pque. Batlle y V. Dolores;82288
Pque. Batlle y V. Dolores;40000
Capurro y Bella Vista;50000
Capurro y Bella Vista;45000
Palermo;44288
Palermo;0
Palermo;0
Pocitos;77083 y33333
Pocitos;62288
Punta Gorda;111420
Punta Gorda;23220
Punta Gorda;0
Conciliacion;42281 y83333
Conciliacion;26900
Punta Carretas;37271
Punta Carretas;18271
